PROJECT,CLASS,COMPLEXITY,COUPLING
Spring-Integration-in-Action,TripRepository,1,2
Spring-Integration-in-Action,Leg,20,4
Spring-Integration-in-Action,LegQuoteCommand,10,5
Spring-Integration-in-Action,Trip,2,1
Spring-Integration-in-Action,CancellationRequestFilter,2,2
Spring-Integration-in-Action,NotificationsRouter,4,1
Spring-Integration-in-Action,FlightToTripNotificationsSplitter,1,5
Spring-Integration-in-Action,RelatedTripsHeaderEnricher,2,4
Spring-Integration-in-Action,LegQuoteAggregator,1,2
Spring-Integration-in-Action,PaymentSettlementRouter,4,4
Spring-Integration-in-Action,BookingReportingService,1,1
Spring-Integration-in-Action,BookingServiceWithInjection,3,6
Spring-Integration-in-Action,BookingServiceWithStrongCoupling,3,7
Spring-Integration-in-Action,Booking,2,0
Spring-Integration-in-Action,BookingService,2,3
Spring-Integration-in-Action,MealPreference,4,0
Spring-Integration-in-Action,MealPreferenceRequestTransformer,1,2
Spring-Integration-in-Action,SimpleBookingDao,1,2
Spring-Integration-in-Action,HelloWorldExample,1,3
Spring-Integration-in-Action,MyHelloService,1,1
Spring-Integration-in-Action,GroceryBag,3,1
Spring-Integration-in-Action,Amount,11,2
Spring-Integration-in-Action,Ingredient,10,6
Spring-Integration-in-Action,Product,3,2
Spring-Integration-in-Action,ShoppingList,5,2
Spring-Integration-in-Action,AmountConverter,6,6
Spring-Integration-in-Action,Recipe,13,7
Spring-Integration-in-Action,Grocery,2,3
Spring-Integration-in-Action,Meal,4,2
Spring-Integration-in-Action,Meat,2,3
Spring-Integration-in-Action,Vegetable,2,3
Spring-Integration-in-Action,Cupboard,2,3
Spring-Integration-in-Action,Cook,5,10
Spring-Integration-in-Action,ShoppingListWriter,2,5
Spring-Integration-in-Action,Butcher,2,5
Spring-Integration-in-Action,GreenGrocer,2,5
Spring-Integration-in-Action,Supermarket,2,5
Spring-Integration-in-Action,ChannelAdapterDemo,1,4
Spring-Integration-in-Action,DirectJmsDemo,3,9
Spring-Integration-in-Action,Exclaimer,1,0
Spring-Integration-in-Action,GatewayDemo,1,4
Spring-Integration-in-Action,Greeter,1,0
Spring-Integration-in-Action,JmsTemplateDemo,1,3
Spring-Integration-in-Action,MessageDrivenPojoDemo,1,2
Spring-Integration-in-Action,MessageListenerContainerDemo,4,7
Spring-Integration-in-Action,CustomerPriorityComparator,1,1
Spring-Integration-in-Action,Email,5,0
Spring-Integration-in-Action,ChargedBooking,3,2
Spring-Integration-in-Action,AuditRecord,2,0
Spring-Integration-in-Action,AuditService,2,1
Spring-Integration-in-Action,BillForBookingService,1,4
Spring-Integration-in-Action,ChannelAuditor,2,6
Spring-Integration-in-Action,Seat,2,0
Spring-Integration-in-Action,SeatAvailabilityService,1,4
Spring-Integration-in-Action,SeatConfirmation,3,2
Spring-Integration-in-Action,StubEmailConfirmationService,3,7
Spring-Integration-in-Action,ControlBusDemo,1,7
Spring-Integration-in-Action,FilePoller,3,1
Spring-Integration-in-Action,GroovyControlBusDemo,1,7
Spring-Integration-in-Action,NumberHolder,3,3
Spring-Integration-in-Action,HistoryDemo1,1,0
Spring-Integration-in-Action,HistoryDemo2,1,0
Spring-Integration-in-Action,JmxDemo,2,2
Spring-Integration-in-Action,Debit,4,0
Spring-Integration-in-Action,DebitService,1,1
Spring-Integration-in-Action,WireTapDemo,1,3
Spring-Integration-in-Action,ChangeFileNameGenerator,2,3
Spring-Integration-in-Action,EditableText,7,1
Spring-Integration-in-Action,RefuseWrittenByThisProcess,2,2
Spring-Integration-in-Action,TextChanges,2,4
Spring-Integration-in-Action,SearchAnalysis,1,0
Spring-Integration-in-Action,SearchResultAnalzyer,1,0
Spring-Integration-in-Action,SearchToLog,1,0
Spring-Integration-in-Action,TimelineToLog,1,0
spring-plugin,PluginListDefinitionParser,4,7
spring-plugin,PluginNamespaceHandler,1,1
spring-plugin,PluginRegistriesBeanDefinitionRegistrar,4,9
spring-plugin,PluginRegistryDefinitionParser,1,1
spring-plugin,OrderAwarePluginRegistry,9,6
spring-plugin,PluginRegistrySupport,7,4
spring-plugin,SimplePluginRegistry,25,8
spring-plugin,AbstractTypeAwareSupport,7,11
spring-plugin,BeanListFactoryBean,3,4
spring-plugin,PluginRegistryFactoryBean,3,8
spring-plugin,AbstractMetadataBasedPlugin,3,3
spring-plugin,SimplePluginMetadata,8,1
spring-webflow-issues,FileUploadBean,1,3
spring-webflow-issues,MyModel,4,1
spring-webflow-issues,Label,7,7
spring-webflow-issues,JpaBookingService,15,11
spring-webflow-issues,ReferenceData,10,2
spring-webflow-issues,Booking,37,16
spring-webflow-issues,Hotel,18,6
spring-webflow-issues,User,9,3
spring-webflow-issues,SearchCriteria,8,4
spring-webflow-issues,HotelLazyDataModel,5,5
spring-webflow-issues,MainEntityController,2,6
spring-webflow-issues,MyListener,19,17
spring-webflow-issues,PhoneModel,4,2
spring-webflow-issues,House,4,5
spring-webflow-issues,Window,2,3
spring-webflow-issues,HouseForm,1,3
spring-webflow-issues,HouseServiceImpl,2,7
spring-webflow-issues,ResourceImpl,50,9
spring-webflow-issues,CustomMvcViewFactoryCreator,1,9
spring-webflow-issues,ElementBean,4,0
spring-webflow-issues,HighLevelBean,3,1
spring-webflow-issues,EvaluateExpressionAction,1,2
spring-webflow-issues,DateBean,1,0
spring-webflow-issues,FacesHelper,1,1
spring-webflow-issues,MyOutputLabel,7,7
spring-webflow-issues,BirthNumberInputComponent,13,8
spring-webflow-issues,UserDetailPanelComponent,9,5
spring-webflow-issues,BirthNumberConverter,7,7
spring-webflow-issues,BirthNumber,19,4
spring-webflow-issues,Client,28,4
spring-webflow-issues,User,18,0
spring-webflow-issues,BirthNumberValidator,1,4
spring-webflow-issues,ClientService,9,6
spring-webflow-issues,UserCreateBean,18,12
spring-webflow-issues,UserListBean,9,6
spring-tenancy,TenancyCallable,3,4
spring-tenancy,DefaultTenancyContext,12,3
spring-tenancy,TenancyContextHolder,7,2
spring-tenancy,ThreadLocalTenancyContextHolderStrategy,5,3
spring-tenancy,AbstractDatabaseSwitchingDataSource,13,2
spring-tenancy,TenantAwareDataSource,3,3
spring-tenancy,ThreadlocalDatabaseSwitchingDataSource,3,1
spring-tenancy,DefaultTenant,12,2
spring-tenancy,DefaultTenantProvider,1,3
spring-tenancy,HeaderTenantIdentificationStrategy,2,2
spring-tenancy,TenancyContextIntegrationFilter,6,11
spring-tenancy,UrlTenantIdentifcationStrategy,3,4
spring-webflow-samples,DataAccessConfig,3,11
spring-webflow-samples,DispatcherServletInitializer,5,4
spring-webflow-samples,SecurityConfig,2,5
spring-webflow-samples,WebFlowConfig,3,6
spring-webflow-samples,WebMvcConfig,4,12
spring-webflow-samples,JpaBookingService,15,11
spring-webflow-samples,ReferenceData,10,2
spring-webflow-samples,Booking,37,14
spring-webflow-samples,SearchCriteria,7,0
spring-webflow-samples,Hotel,18,6
spring-webflow-samples,User,9,3
spring-webflow-samples,HotelLazyDataModel,11,8
spring-webflow-samples,BookingDateRangeValidator,5,5
spring-webflow-samples,BookingFlowHandler,3,6
spring-webflow-samples,HotelsController,6,9
spring-webflow-samples,ViewFlowHandler,1,1
spring-webflow-samples,BookingValidator,10,3
spring-webflow-samples,UserBean,9,1
spring-webflow-samples,FormBean,4,1
spring-webflow-samples,Person,3,0
spring-webflow-samples,PersonConverter,6,6
spring-webflow-samples,PersonService,5,2
spring-webflow-samples,FacesHelper,1,1
spring-webflow-samples,ModalAction,1,2
spring-webflow-samples,CurrentTimeBean,1,1
spring-webflow-samples,FileUploadController,1,4
spring-webflow-samples,Account,6,3
spring-webflow-samples,Reservation,16,3
spring-flex,JsonConfigMapPropertyEditor,3,0
spring-flex,JsonConfigMapParser,12,6
spring-flex,FlexConfigurationManager,11,21
spring-flex,RuntimeEnvironment,17,0
spring-flex,RemotingAnnotationPostProcessor,15,11
spring-flex,RemotingDestinationMetadata,9,2
spring-flex,ParsingUtils,21,4
spring-flex,JmsMessageDestinationBeanDefinitionParser,3,5
spring-flex,SpringSecurityConfigResolver,3,2
spring-flex,MessageBrokerBeanDefinitionParser,71,13
spring-flex,SpringSecurity3ConfigHelper,12,3
spring-flex,AbstractMessageDestinationBeanDefinitionParser,2,6
spring-flex,FlexNamespaceHandler,1,1
spring-flex,IntegrationMessageDestinationBeanDefinitionParser,1,5
spring-flex,MessageDestinationBeanDefinitionParser,1,4
spring-flex,MessageInterceptors,2,0
spring-flex,RemotingDestinationBeanDefinitionDecorator,3,6
spring-flex,RemotingDestinationBeanDefinitionParser,3,5
spring-flex,RemotingDestinationExporterBeanDefinitionFactory,3,5
spring-flex,ClassPathScanningAmfConversionServiceConfigProcessor,27,12
spring-flex,AbstractAmfConversionServiceConfigProcessor,11,9
spring-flex,SpringPropertyProxy,26,12
spring-flex,PropertyProxyUtils,13,7
spring-flex,NumberConverter,5,4
spring-flex,AbstractServiceConfigProcessor,10,6
spring-flex,CommonsLoggingTarget,16,4
spring-flex,MessageBrokerFactoryBean,43,22
spring-flex,DefaultExceptionLogger,2,2
spring-flex,AbstractDestinationFactory,20,12
spring-flex,ExceptionTranslationAdvice,10,5
spring-flex,MessageInterceptionAdvice,9,7
spring-flex,EndpointConfigProcessor,10,9
spring-flex,EndpointServiceMessagePointcutAdvisor,4,3
spring-flex,LoginCommandConfigProcessor,4,4
spring-flex,ManageableComponentFactoryBean,6,6
spring-flex,MessageProcessingContext,3,0
spring-flex,AmfView,15,8
spring-flex,AmfHttpMessageConverter,20,16
spring-flex,IntegrationAdapter,32,22
spring-flex,FlexHeaders,2,0
spring-flex,JmsAdapter,30,21
spring-flex,FlexMessageConverter,12,9
spring-flex,MessageTemplate,17,10
spring-flex,SubscribeEvent,3,1
spring-flex,UnsubscribeEvent,3,1
spring-flex,MessageDestinationFactory,33,9
spring-flex,MessageServiceConfigProcessor,12,8
spring-flex,RemotingDestinationExporter,25,14
spring-flex,RemotingServiceConfigProcessor,8,7
spring-flex,PerClientAuthenticationInterceptor,3,4
spring-flex,FlexSessionAwareSessionAuthenticationStrategy,6,6
spring-flex,AntPathRequestMatcher,16,6
spring-flex,SpringSecurityLoginCommand,37,17
spring-flex,SecurityConfigurationPostProcessor,23,15
spring-flex,AuthenticationResultUtils,2,2
spring-flex,LoginMessageInterceptor,6,4
spring-flex,FlexAuthenticationEntryPoint,8,16
spring-flex,EndpointSecurityMetadataSource,10,5
spring-flex,EndpointInterceptor,13,11
spring-flex,SecurityExceptionTranslator,4,5
spring-flex,MessageBrokerHandlerAdapter,12,11
spring-flex,HibernateSerializationConfigPostProcessor,17,13
spring-flex,HibernateConfigProcessor,16,13
spring-flex,JpaHibernateConfigProcessor,3,4
spring-flex,HibernateProxyConverter,5,6
spring-flex,PersistentCollectionConverterFactory,3,8
spring-flex,Company,17,0
spring-flex,CompanyDAO,9,13
spring-flex,Contact,19,0
spring-flex,ContactDAO,9,6
spring-flex,Industry,5,0
spring-flex,IndustryDAO,9,9
spring-flex,Counter,6,1
spring-flex,JMSChat,7,10
spring-flex,MarketFeed,9,11
spring-flex,Stock,16,0
spring-flex,Product,16,0
spring-flex,ProductDAO,18,2
spring-flex,ContactsController,7,8
spring-flex,HandlerAdapterPostProcessor,3,3
spring-flex,Security3Helper,1,0
spring-flex,SimpleFeed,4,2
spring-flex,DatabaseInitializer,16,1
spring-flex,LoggingExceptionTranslator,2,4
spring-data-jpa,QueryByExamplePredicateBuilder,22,23
spring-data-jpa,Jsr310JpaConverters,0,7
spring-data-jpa,ThreeTenBackPortJpaConverters,0,12
spring-data-jpa,AbstractAuditable,12,9
spring-data-jpa,AbstractPersistable,11,8
spring-data-jpa,JpaSort,18,23
spring-data-jpa,Specifications,7,13
spring-data-jpa,AuditingBeanFactoryPostProcessor,2,5
spring-data-jpa,AuditingEntityListener,5,6
spring-data-jpa,JpaMetamodelMappingContext,7,17
spring-data-jpa,JpaPersistentEntityImpl,7,12
spring-data-jpa,JpaPersistentPropertyImpl,30,15
spring-data-jpa,HibernateUtils,4,1
spring-data-jpa,JpaClassUtils,5,2
spring-data-jpa,PersistenceProvider,35,24
spring-data-jpa,JpaRepositoryBean,2,12
spring-data-jpa,JpaRepositoryExtension,9,14
spring-data-jpa,AuditingBeanDefinitionParser,2,10
spring-data-jpa,JpaAuditingRegistrar,9,9
spring-data-jpa,JpaMetamodelMappingContextFactoryBean,5,9
spring-data-jpa,JpaRepositoriesRegistrar,2,3
spring-data-jpa,JpaRepositoryConfigExtension,15,11
spring-data-jpa,JpaRepositoryNameSpaceHandler,1,3
spring-data-jpa,EntityGraph,0,0
spring-data-jpa,AbstractJpaQuery,23,24
spring-data-jpa,AbstractStringBasedJpaQuery,13,15
spring-data-jpa,CriteriaQueryParameterBinder,4,7
spring-data-jpa,DefaultJpaEntityMetadata,4,3
spring-data-jpa,ExpressionBasedStringQuery,7,5
spring-data-jpa,InvalidJpaQueryMethodException,1,0
spring-data-jpa,Jpa21Utils,13,6
spring-data-jpa,JpaCountQueryCreator,4,12
spring-data-jpa,JpaEntityGraph,9,2
spring-data-jpa,JpaParameters,4,8
spring-data-jpa,JpaQueryCreator,12,34
spring-data-jpa,JpaQueryExecution,11,23
spring-data-jpa,JpaQueryFactory,6,8
spring-data-jpa,JpaQueryLookupStrategy,6,18
spring-data-jpa,JpaQueryMethod,39,17
spring-data-jpa,JpaResultConverters,1,5
spring-data-jpa,NamedQuery,13,15
spring-data-jpa,NativeJpaQuery,5,8
spring-data-jpa,ParameterBinder,20,10
spring-data-jpa,ParameterMetadataProvider,11,17
spring-data-jpa,PartTreeJpaQuery,6,26
spring-data-jpa,QueryUtils,74,32
spring-data-jpa,SimpleJpaQuery,7,6
spring-data-jpa,SpelExpressionStringQueryParameterBinder,15,12
spring-data-jpa,StoredProcedureAttributeSource,27,9
spring-data-jpa,StoredProcedureAttributes,8,0
spring-data-jpa,StoredProcedureJpaQuery,18,12
spring-data-jpa,StringQuery,11,5
spring-data-jpa,StringQueryParameterBinder,5,7
spring-data-jpa,CrudMethodMetadataPostProcessor,4,15
spring-data-jpa,DefaultJpaContext,4,5
spring-data-jpa,EntityManagerBeanDefinitionRegistrarPostProcessor,2,7
spring-data-jpa,JpaEntityInformationSupport,4,12
spring-data-jpa,JpaMetamodelEntityInformation,23,23
spring-data-jpa,JpaPersistableEntityInformation,3,5
spring-data-jpa,JpaRepositoryFactory,9,20
spring-data-jpa,JpaRepositoryFactoryBean,5,11
spring-data-jpa,QueryDslJpaRepository,16,26
spring-data-jpa,QueryDslRepositorySupport,10,17
spring-data-jpa,Querydsl,24,30
spring-data-jpa,SimpleJpaRepository,79,62
spring-data-jpa,ClasspathScanningPersistenceUnitPostProcessor,13,10
spring-data-jpa,MergingPersistenceUnitManager,12,5
spring-data-jpa,BeanDefinitionUtils,12,9
spring-data-jpa,JpaMetamodel,5,3
spring-data-mongodb,AbstractMongoConfiguration,18,17
spring-data-mongodb,GridFsTemplateParser,6,7
spring-data-mongodb,MappingMongoConverterParser,36,25
spring-data-mongodb,MongoAuditingBeanDefinitionParser,5,6
spring-data-mongodb,MongoAuditingRegistrar,5,15
spring-data-mongodb,MongoClientParser,2,8
spring-data-mongodb,MongoCredentialPropertyEditor,28,1
spring-data-mongodb,MongoDbFactoryParser,21,11
spring-data-mongodb,MongoJmxParser,4,9
spring-data-mongodb,MongoNamespaceHandler,1,1
spring-data-mongodb,MongoParser,2,8
spring-data-mongodb,MongoParsingUtils,10,4
spring-data-mongodb,MongoTemplateParser,5,8
spring-data-mongodb,ReadPreferencePropertyEditor,9,1
spring-data-mongodb,ServerAddressPropertyEditor,14,4
spring-data-mongodb,StringToWriteConcernConverter,2,4
spring-data-mongodb,WriteConcernPropertyEditor,2,1
spring-data-mongodb,Aggregation,42,31
spring-data-mongodb,AggregationExpressionTransformer,0,8
spring-data-mongodb,AggregationFunctionExpressions,1,6
spring-data-mongodb,AggregationOptions,13,4
spring-data-mongodb,AggregationResults,9,2
spring-data-mongodb,ConditionalOperator,26,14
spring-data-mongodb,ExposedFields,20,8
spring-data-mongodb,ExposedFieldsAggregationOperationContext,11,7
spring-data-mongodb,Fields,15,4
spring-data-mongodb,GeoNearOperation,2,6
spring-data-mongodb,GroupOperation,28,17
spring-data-mongodb,IfNullOperator,6,10
spring-data-mongodb,InheritingExposedFieldsAggregationOperationContext,4,5
spring-data-mongodb,LimitOperation,2,4
spring-data-mongodb,LookupOperation,5,15
spring-data-mongodb,MatchOperation,2,5
spring-data-mongodb,OutOperation,2,4
spring-data-mongodb,ProjectionOperation,15,23
spring-data-mongodb,SkipOperation,2,4
spring-data-mongodb,SortOperation,5,10
spring-data-mongodb,SpelExpressionTransformer,5,29
spring-data-mongodb,TypeBasedAggregationOperationContext,5,11
spring-data-mongodb,TypedAggregation,5,5
spring-data-mongodb,UnwindOperation,10,14
spring-data-mongodb,AbstractMongoConverter,11,7
spring-data-mongodb,ConverterRegistration,8,1
spring-data-mongodb,CustomConversions,39,16
spring-data-mongodb,DBObjectAccessor,19,6
spring-data-mongodb,DBObjectPropertyAccessor,4,3
spring-data-mongodb,DefaultDbRefProxyHandler,4,14
spring-data-mongodb,DefaultDbRefResolver,12,26
spring-data-mongodb,DefaultDbRefResolverCallback,2,6
spring-data-mongodb,DefaultMongoTypeMapper,13,14
spring-data-mongodb,GeoConverters,5,32
spring-data-mongodb,MappingMongoConverter,198,63
spring-data-mongodb,MongoConverters,2,17
spring-data-mongodb,MongoExampleMapper,36,21
spring-data-mongodb,ObjectPath,12,4
spring-data-mongodb,QueryMapper,75,39
spring-data-mongodb,ReflectiveDBRefResolver,3,4
spring-data-mongodb,UpdateMapper,22,25
spring-data-mongodb,GeoJsonGeometryCollection,7,3
spring-data-mongodb,GeoJsonLineString,3,2
spring-data-mongodb,GeoJsonModule,1,24
spring-data-mongodb,GeoJsonMultiLineString,8,4
spring-data-mongodb,GeoJsonMultiPoint,8,3
spring-data-mongodb,GeoJsonMultiPolygon,7,3
spring-data-mongodb,GeoJsonPoint,4,2
spring-data-mongodb,GeoJsonPolygon,9,5
spring-data-mongodb,Sphere,13,6
spring-data-mongodb,CompoundIndexDefinition,2,4
spring-data-mongodb,GeospatialIndex,27,6
spring-data-mongodb,Index,23,7
spring-data-mongodb,IndexField,19,4
spring-data-mongodb,IndexInfo,29,2
spring-data-mongodb,IndexPredicate,6,1
spring-data-mongodb,MongoMappingEventPublisher,4,6
spring-data-mongodb,MongoPersistentEntityIndexCreator,20,20
spring-data-mongodb,MongoPersistentEntityIndexResolver,82,40
spring-data-mongodb,TextIndexDefinition,13,8
spring-data-mongodb,AbstractDeleteEvent,3,3
spring-data-mongodb,AbstractMongoEventListener,30,22
spring-data-mongodb,AfterConvertEvent,2,3
spring-data-mongodb,AfterDeleteEvent,2,3
spring-data-mongodb,AfterLoadEvent,3,3
spring-data-mongodb,AfterSaveEvent,2,3
spring-data-mongodb,AuditingEventListener,3,7
spring-data-mongodb,BeforeConvertEvent,2,2
spring-data-mongodb,BeforeDeleteEvent,2,3
spring-data-mongodb,BeforeSaveEvent,2,3
spring-data-mongodb,LoggingEventListener,7,9
spring-data-mongodb,MongoMappingEvent,5,3
spring-data-mongodb,ValidatingMongoEventListener,3,5
spring-data-mongodb,BasicMongoPersistentEntity,27,24
spring-data-mongodb,BasicMongoPersistentProperty,27,13
spring-data-mongodb,CachingMongoPersistentProperty,11,4
spring-data-mongodb,MongoMappingContext,8,14
spring-data-mongodb,MongoPersistentProperty,0,5
spring-data-mongodb,MongoSimpleTypes,2,1
spring-data-mongodb,GroupBy,14,5
spring-data-mongodb,GroupByResults,12,2
spring-data-mongodb,MapReduceCounts,13,1
spring-data-mongodb,MapReduceOptions,36,5
spring-data-mongodb,MapReduceResults,25,7
spring-data-mongodb,MapReduceTiming,9,1
spring-data-mongodb,CollectionOptions,7,0
spring-data-mongodb,DbHolder,12,3
spring-data-mongodb,DefaultBulkOperations,27,19
spring-data-mongodb,DefaultIndexOperations,20,13
spring-data-mongodb,DefaultScriptOperations,17,8
spring-data-mongodb,DefaultWriteConcernResolver,1,2
spring-data-mongodb,FindAndModifyOptions,7,1
spring-data-mongodb,GeoCommandStatistics,5,3
spring-data-mongodb,GeoJsonConfiguration,1,3
spring-data-mongodb,MongoAction,8,3
spring-data-mongodb,MongoAdmin,8,6
spring-data-mongodb,MongoClientFactoryBean,21,11
spring-data-mongodb,MongoClientOptionsFactoryBean,24,7
spring-data-mongodb,MongoDataIntegrityViolationException,3,3
spring-data-mongodb,MongoDbUtils,27,7
spring-data-mongodb,MongoExceptionTranslator,16,13
spring-data-mongodb,MongoFactoryBean,23,12
spring-data-mongodb,MongoOptionsFactoryBean,19,4
spring-data-mongodb,MongoSynchronization,1,3
spring-data-mongodb,MongoTemplate,333,132
spring-data-mongodb,ReflectiveDBCollectionInvoker,10,2
spring-data-mongodb,ReflectiveDbInvoker,14,5
spring-data-mongodb,ReflectiveMapReduceInvoker,4,1
spring-data-mongodb,ReflectiveMongoOptionsInvoker,14,1
spring-data-mongodb,ReflectiveWriteConcernInvoker,3,2
spring-data-mongodb,ReflectiveWriteResultInvoker,6,2
spring-data-mongodb,SimpleMongoDbFactory,22,14
spring-data-mongodb,BasicQuery,18,7
spring-data-mongodb,BasicUpdate,14,5
spring-data-mongodb,Criteria,89,16
spring-data-mongodb,Field,16,4
spring-data-mongodb,GeoCommand,12,6
spring-data-mongodb,Meta,23,2
spring-data-mongodb,MongoRegexCreator,20,1
spring-data-mongodb,NearQuery,42,9
spring-data-mongodb,Order,2,1
spring-data-mongodb,Query,45,10
spring-data-mongodb,SerializationUtils,22,7
spring-data-mongodb,Term,12,2
spring-data-mongodb,TextCriteria,25,6
spring-data-mongodb,TextQuery,17,5
spring-data-mongodb,Update,39,14
spring-data-mongodb,ExecutableMongoScript,2,0
spring-data-mongodb,NamedMongoScript,5,2
spring-data-mongodb,ExpressionNode,22,11
spring-data-mongodb,ExpressionTransformationContextSupport,11,5
spring-data-mongodb,LiteralNode,4,10
spring-data-mongodb,MethodReferenceNode,3,3
spring-data-mongodb,OperatorNode,8,9
spring-data-mongodb,AntPath,12,0
spring-data-mongodb,GridFsCriteria,6,2
spring-data-mongodb,GridFsResource,6,2
spring-data-mongodb,GridFsTemplate,30,20
spring-data-mongodb,AbstractMonitor,5,8
spring-data-mongodb,AssertMetrics,7,5
spring-data-mongodb,BackgroundFlushingMetrics,8,6
spring-data-mongodb,BtreeIndexCounters,9,5
spring-data-mongodb,ConnectionMetrics,4,6
spring-data-mongodb,GlobalLockMetrics,9,6
spring-data-mongodb,MemoryMetrics,7,6
spring-data-mongodb,OperationCounters,8,5
spring-data-mongodb,ServerInfo,6,5
spring-data-mongodb,BulkOperationException,3,4
spring-data-mongodb,CannotGetMongoDbConnectionException,5,2
spring-data-mongodb,InvalidMongoDbApiUsageException,2,1
spring-data-mongodb,LazyLoadingException,1,1
spring-data-mongodb,MongoCollectionUtils,2,0
spring-data-mongodb,UncategorizedMongoDbException,1,1
spring-data-mongodb,MongoRepositoryBean,2,11
spring-data-mongodb,MongoRepositoryExtension,9,14
spring-data-mongodb,MongoRepositoriesRegistrar,2,3
spring-data-mongodb,MongoRepositoryConfigNamespaceHandler,1,3
spring-data-mongodb,MongoRepositoryConfigurationExtension,7,6
spring-data-mongodb,AbstractMongoQuery,16,21
spring-data-mongodb,ConvertingParameterAccessor,17,17
spring-data-mongodb,DtoInstantiatingConverter,6,14
spring-data-mongodb,ExpressionEvaluatingParameterBinder,19,10
spring-data-mongodb,MongoParameters,27,9
spring-data-mongodb,MongoParametersParameterAccessor,16,14
spring-data-mongodb,MongoQueryCreator,70,28
spring-data-mongodb,MongoQueryExecution,0,36
spring-data-mongodb,MongoQueryMethod,28,16
spring-data-mongodb,PartTreeMongoQuery,11,16
spring-data-mongodb,QueryUtils,3,2
spring-data-mongodb,SimpleMongoEntityMetadata,3,3
spring-data-mongodb,StringBasedMongoQuery,10,16
spring-data-mongodb,IndexEnsuringQueryCreationListener,8,16
spring-data-mongodb,MappingMongoEntityInformation,11,6
spring-data-mongodb,MongoAnnotationProcessor,1,4
spring-data-mongodb,MongoRepositoryFactory,9,26
spring-data-mongodb,MongoRepositoryFactoryBean,8,11
spring-data-mongodb,QueryDslMongoRepository,23,25
spring-data-mongodb,QuerydslRepositorySupport,3,9
spring-data-mongodb,SimpleMongoRepository,40,21
spring-data-mongodb,SpringDataMongodbQuery,4,9
spring-data-mongodb,SpringDataMongodbSerializer,31,21
spring-data-mongodb,DBObjectUtils,1,2
spring-data-mongodb,MongoClientVersion,2,0
spring-data-mongodb,MongoDbErrorCodes,13,0
spring-data-mongodb,MongoChangeSetPersister,28,15
se-db4o,CommonConfigurer,35,11
se-db4o,FileConfigurer,19,4
se-db4o,ClientConfigurationFactoryBean,16,4
se-db4o,DiagnosticConfigurer,3,2
se-db4o,EmbeddedConfigurationFactoryBean,13,5
se-db4o,EnvironmentConfigurer,3,1
se-db4o,FreespaceConfigurer,6,3
se-db4o,IdSystemConfigurer,7,3
se-db4o,NetworkingConfigurer,7,4
se-db4o,ObjectClassConfigurer,16,3
se-db4o,ObjectFieldConfigurer,7,2
se-db4o,QueryConfigurer,5,2
se-db4o,ServerConfigurationFactoryBean,16,6
se-db4o,ResourceStorage,5,9
se-db4o,Db4oTransactionManager,23,14
se-db4o,ObjectServerUtils,7,7
se-db4o,ObjectContainerFactoryBean,26,7
se-db4o,Db4oSystemException,2,1
se-db4o,ObjectServerFactoryBean,14,3
se-db4o,Db4oTemplate,94,34
se-db4o,Db4oAccessor,5,3
se-db4o,ObjectContainerHolder,2,2
se-db4o,Db4oDaoSupport,8,4
spring-bus,ModuleApplication,1,4
spring-bus,ModuleDefinition,2,7
spring-bus,TapApplication,1,3
greenhouse,Account,12,1
greenhouse,AccountException,2,0
greenhouse,AccountMapper,8,13
greenhouse,AccountUtils,6,6
greenhouse,EmailAlreadyOnFileException,2,1
greenhouse,Gender,4,1
greenhouse,GreenhousePasswordEncoder,8,4
greenhouse,InvalidPasswordException,1,1
greenhouse,JdbcAccountRepository,15,17
greenhouse,Person,7,2
greenhouse,PictureUrlFactory,10,3
greenhouse,PictureUrlMapper,3,5
greenhouse,ProfileReference,4,2
greenhouse,SignInNotFoundException,2,1
greenhouse,UsernamePasswordAuthenticationProvider,6,11
greenhouse,Action,5,3
greenhouse,JdbcActionRepository,10,14
greenhouse,SimpleAction,4,4
greenhouse,AwardedBadge,7,3
greenhouse,BadgeSystemFactoryBean,4,7
greenhouse,JdbcBadgeRepository,2,8
greenhouse,SimpleBadgeAwarder,2,5
greenhouse,StandardBadgeSystem,7,9
greenhouse,DataConfig,2,17
greenhouse,FileStoreConfig,0,9
greenhouse,KeyValueConfig,2,9
greenhouse,MailConfig,1,7
greenhouse,SecurityConfig,0,9
greenhouse,SocialConfig,10,22
greenhouse,TaskConfig,2,5
greenhouse,WebConfig,11,31
greenhouse,AccountSignInAdapter,6,13
greenhouse,FacebookConnectInterceptor,10,16
greenhouse,TwitterConnectInterceptor,4,9
greenhouse,DatabaseUpgrader,12,1
greenhouse,CipherUtils,13,1
greenhouse,UpdateEncryptionMethod,9,6
greenhouse,AppClientDetailsService,4,9
greenhouse,ConfirmAccessController,2,6
greenhouse,InvalidRequestTokenException,2,0
greenhouse,App,5,1
greenhouse,AppConnection,5,0
greenhouse,AppController,10,11
greenhouse,AppForm,10,1
greenhouse,AppSummary,5,0
greenhouse,InvalidAccessTokenException,2,1
greenhouse,InvalidApiKeyException,2,1
greenhouse,JdbcAppRepository,14,15
greenhouse,NoSuchAccountConnectionException,2,1
greenhouse,EventData,10,0
greenhouse,EventLoadController,3,5
greenhouse,EventSessionData,11,0
greenhouse,JdbcEventLoaderRepository,10,15
greenhouse,LeaderData,7,0
greenhouse,NFJSLoader,9,10
